owner__participant__code,owner__session__code,owner__round_number,name,timestamp,body,owner__gamified,owner__crash_probability,owner__training,owner__exit_price,owner__subsession__starting_price,owner__subsession__tick_frequency,owner__subsession__max_length,current_price,priceIndex,secs_since_round_starts
37q4fido,9pqvaeel,9,Trade_ends,2021-11-10 00:35:43.205711+00:00,"{""currentPrice"": 14, ""priceIndex"": 3, ""secs_since_round_starts"": 12}",True,0.06,False,14.0,10.0,3.0,25.0,14,3,12
lxfqmc7n,9pqvaeel,1,Trade_starts,2021-11-10 00:36:10.961526+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,True,0.0,10.0,2.0,25.0,10,0,0
lxfqmc7n,9pqvaeel,1,Trade_ends,2021-11-10 00:36:48.650915+00:00,"{""currentPrice"": 0, ""priceIndex"": 19, ""secs_since_round_starts"": 38}",False,0.03,True,0.0,10.0,2.0,25.0,0,19,38
lxfqmc7n,9pqvaeel,1,round_ends,2021-11-10 00:36:50.805389+00:00,"{""currentPrice"": 0, ""priceIndex"": 19, ""secs_since_round_starts"": 40}",False,0.03,True,0.0,10.0,2.0,25.0,0,19,40
lxfqmc7n,9pqvaeel,2,Trade_starts,2021-11-10 00:36:54.823961+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",True,0.03,False,0.0,10.0,2.0,25.0,10,0,0
lxfqmc7n,9pqvaeel,2,Trade_ends,2021-11-10 00:37:16.488732+00:00,"{""currentPrice"": 0, ""priceIndex"": 11, ""secs_since_round_starts"": 22}",True,0.03,False,0.0,10.0,2.0,25.0,0,11,22
lxfqmc7n,9pqvaeel,2,round_ends,2021-11-10 00:37:19.794407+00:00,"{""currentPrice"": 0, ""priceIndex"": 11, ""secs_since_round_starts"": 25}",True,0.03,False,0.0,10.0,2.0,25.0,0,11,25
lxfqmc7n,9pqvaeel,3,Trade_starts,2021-11-10 00:37:22.718054+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",True,0.03,False,22.0,10.0,3.0,25.0,10,0,0
7tli727n,9pqvaeel,1,Trade_starts,2021-11-10 00:37:23.946472+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,True,0.0,10.0,2.0,25.0,10,0,0
7tli727n,9pqvaeel,1,Trade_ends,2021-11-10 00:37:49.863318+00:00,"{""currentPrice"": 0, ""priceIndex"": 13, ""secs_since_round_starts"": 26}",False,0.03,True,0.0,10.0,2.0,25.0,0,13,26
7tli727n,9pqvaeel,1,round_ends,2021-11-10 00:37:53.377051+00:00,"{""currentPrice"": 0, ""priceIndex"": 13, ""secs_since_round_starts"": 29}",False,0.03,True,0.0,10.0,2.0,25.0,0,13,29
7tli727n,9pqvaeel,2,Trade_starts,2021-11-10 00:38:00.424989+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,False,29.0,10.0,2.0,25.0,10,0,0
7tli727n,9pqvaeel,2,Trade_starts,2021-11-10 00:38:06.997337+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,False,29.0,10.0,2.0,25.0,10,0,0
lxfqmc7n,9pqvaeel,3,Trade_ends,2021-11-10 00:38:37.469700+00:00,"{""currentPrice"": 22, ""priceIndex"": 25, ""secs_since_round_starts"": 75}",True,0.03,False,22.0,10.0,3.0,25.0,22,25,75
lxfqmc7n,9pqvaeel,3,round_ends,2021-11-10 00:38:38.997486+00:00,"{""currentPrice"": 22, ""priceIndex"": 25, ""secs_since_round_starts"": 76}",True,0.03,False,22.0,10.0,3.0,25.0,22,25,76
lxfqmc7n,9pqvaeel,4,Trade_starts,2021-11-10 00:38:41.987977+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",True,0.06,False,39.0,10.0,2.0,25.0,10,0,0
7tli727n,9pqvaeel,2,Trade_ends,2021-11-10 00:38:56.841003+00:00,"{""currentPrice"": 29, ""priceIndex"": 25, ""secs_since_round_starts"": 50}",False,0.03,False,29.0,10.0,2.0,25.0,29,25,50
7tli727n,9pqvaeel,2,round_ends,2021-11-10 00:39:01.539622+00:00,"{""currentPrice"": 29, ""priceIndex"": 25, ""secs_since_round_starts"": 54}",False,0.03,False,29.0,10.0,2.0,25.0,29,25,54
7tli727n,9pqvaeel,3,Trade_starts,2021-11-10 00:39:05.737373+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.03,False,0.0,10.0,3.0,25.0,10,0,0
7tli727n,9pqvaeel,3,Trade_ends,2021-11-10 00:39:26.597842+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 21}",False,0.03,False,0.0,10.0,3.0,25.0,0,7,21
7tli727n,9pqvaeel,3,round_ends,2021-11-10 00:39:30.079116+00:00,"{""currentPrice"": 0, ""priceIndex"": 7, ""secs_since_round_starts"": 24}",False,0.03,False,0.0,10.0,3.0,25.0,0,7,24
lxfqmc7n,9pqvaeel,4,Trade_ends,2021-11-10 00:39:31.702114+00:00,"{""currentPrice"": 39, ""priceIndex"": 25, ""secs_since_round_starts"": 50}",True,0.06,False,39.0,10.0,2.0,25.0,39,25,50
lxfqmc7n,9pqvaeel,4,round_ends,2021-11-10 00:39:35.623746+00:00,"{""currentPrice"": 39, ""priceIndex"": 25, ""secs_since_round_starts"": 54}",True,0.06,False,39.0,10.0,2.0,25.0,39,25,54
7tli727n,9pqvaeel,4,Trade_starts,2021-11-10 00:39:35.784729+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",False,0.06,False,0.0,10.0,2.0,25.0,10,0,0
lxfqmc7n,9pqvaeel,5,Trade_starts,2021-11-10 00:39:40.683490+00:00,"{""currentPrice"": 10, ""priceIndex"": 0, ""secs_since_round_starts"": 0}",True,0.06,False,0.0,10.0,3.0,25.0,10,0,0
